predicate,edge_sab,edge_count
isdelineatedby,NPOSKCAN,169
inverse_isdelineatedby,NPOSKCAN,169
only_in_taxon,MP,168
inverse_only_in_taxon,MP,168
chd,SOP,167
par,SOP,167
occurs_in,SNOMEDCT_VET,166
has_occurrence,SNOMEDCT_VET,166
has_characteristic,CL,165
characteristic_of,CL,165
place_traveled_to,MEDCIN,164
place_traveled_from,MEDCIN,164
contributes_to_morphology_of,NPOSKCAN,164
inverse_contributes_to_morphology_of,NPOSKCAN,164
associated_procedure_of,MEDCIN,163
has_associated_procedure,MEDCIN,163
may_diagnose,MED-RT,157
may_be_diagnosed_by,MED-RT,157
has_count,LNC,156
count_of,LNC,156
PXQ,,155
has_procedure_morphology,SNOMEDCT_US,155
procedure_morphology_of,SNOMEDCT_US,155
inverse_tributary_of,UBERON_BASE,151
tributary_of,UBERON_BASE,151
has_ftu_part,FTU2D,151
inverse_has_ftu_part,FTU2D,151
located_in,MP,149
location_of,MP,149
sy,CSP,148
specimen_substance_of,SNOMEDCT_VET,147
biological_process_has_initiator_process,NCI,147
has_possibly_included_pathology,CPT,147
has_specimen_substance,SNOMEDCT_VET,147
pathology_of_possibly_included,CPT,147
process_initiates_biological_process,NCI,147
inverse_vessel_drains_blood_from,UBERON_BASE,147
vessel_drains_blood_from,UBERON_BASE,147
has_active_status,HUBMAP,147
inverse_has_active_status,HUBMAP,147
has_active_status,SENNET,147
inverse_has_active_status,SENNET,147
possibly_equivalent_to,SNOMEDCT_VET,146
specimen_source_topography_of,SNOMEDCT_VET,146
has_specimen_source_topography,SNOMEDCT_VET,146
has_assaytype,HUBMAP,146
has_process_state,HUBMAP,146
has_description,HUBMAP,146
inverse_has_assaytype,HUBMAP,146
inverse_has_process_state,HUBMAP,146
inverse_has_description,HUBMAP,146
has_assaytype,SENNET,146
has_process_state,SENNET,146
has_description,SENNET,146
inverse_has_assaytype,SENNET,146
inverse_has_process_state,SENNET,146
inverse_has_description,SENNET,146
has_dataset_type,HUBMAP,145
inverse_has_dataset_type,HUBMAP,145
has_dataset_type,SENNET,145
inverse_has_dataset_type,SENNET,145
RPT,,144
RAB,,144
SSN,,144
extends_fibers_into,MP,143
inverse_extends_fibers_into,MP,143
VAB,,142
VPT,,142
uses_possibly_included_substance,CPT,142
version_of,SRC,142
has_version,SRC,142
substance_used_by_possibly_included,CPT,142
surrounds,FMA,140
surrounded_by,FMA,140
locale_of,CPT,138
connected_to,FMA,138
has_locale,CPT,138
innervated_by,MP,137
inverse_bspo_0000126,UBERON_BASE,137
has_target_end_location,MP,137
inverse_has_target_end_location,MP,137
innervates,MP,137
bspo_0000126,UBERON_BASE,137
isa,UNIPROT,136
inverse_isa,UNIPROT,136
has_output,EDAM,135
output_of,EDAM,135
has_provider,HUBMAP,135
inverse_has_provider,HUBMAP,135
process_extends_to,SNOMEDCT_US,134
extended_to_by_process,SNOMEDCT_US,134
inverse_extends_fibers_into,UBERON_BASE,134
extends_fibers_into,UBERON_BASE,134
has_provider,SENNET,134
inverse_has_provider,SENNET,134
conversion,WP,133
inverse_conversion,WP,133
MTH_HX,,132
has_venous_drainage,FMA,132
venous_drainage_of,FMA,132
has_finding_informer,SNOMEDCT_US,132
finding_informer_of,SNOMEDCT_US,132
inverse_capable_of_part_of,UBERON_BASE,132
capable_of_part_of,UBERON_BASE,132
inverse_continuous_with,UBERON_BASE,131
has_primary_output,MP,131
inverse_has_primary_output,MP,131
continuous_with,UBERON_BASE,131
is_ped_pro_ctcae_attribute_of,NCI,130
has_ped_pro_ctcae_attribute,NCI,130
panel_element_of,CPT,129
has_panel_element,CPT,129
has_recipient_category,SNOMEDCT_US,129
recipient_category_of,SNOMEDCT_US,129
allele_plays_altered_role_in_process,NCI,128
process_altered_by_allele,NCI,128
icd_asterisk,ICD10AM,128
surrounds,UBERON_BASE,127
surrounded_by,UBERON_BASE,127
disease_has_basis_in_feature,EFO,127
inverse_disease_has_basis_in_feature,EFO,127
hascircuitrolephenotype,NPOSKCAN,127
inverse_hascircuitrolephenotype,NPOSKCAN,127
is_specified_output_of,OBIB,125
inverse_is_specified_output_of,OBIB,125
has_pro_ctcae_attribute,NCI,124
is_pro_ctcae_attribute_of,NCI,124
inverse_capable_of,UBERON_BASE,124
has_primary_input_or_output,MP,124
inverse_has_primary_input_or_output,MP,124
capable_of,UBERON_BASE,124
in_ubkg_context,UBKGSOURCE,124
inverse_in_ubkg_context,UBKGSOURCE,124
use,AOT,123
used_for,AOT,123
inverse_disease_has_feature,DOID,123
disease_has_feature,DOID,123
assertion_pending,CLINGEN,123
inverse_assertion_pending,CLINGEN,123
hasphenotypemodifier,NPOSKCAN,123
inverse_hasphenotypemodifier,NPOSKCAN,123
icdc_value_of,NCI,122
has_icdc_value,NCI,122
inverse_predisposes_towards,EFO,121
predisposes_towards,EFO,121
indicated_by_below_normal_level_of,BIOMARKER,121
inverse_indicated_by_below_normal_level_of,BIOMARKER,121
hasphenotype,NPOSKCAN,119
inverse_hasphenotype,NPOSKCAN,119
receives_projection,FMA,117
chemical_or_drug_initiates_biological_process,NCI,117
projects_to,FMA,117
biological_process_has_initiator_chemical_or_drug,NCI,117
has_synaptic_IO_in_region,CL,117
inverse_has_synaptic_IO_in_region,CL,117
not_predicted_in,ERCCRBP,116
inverse_not_predicted_in,ERCCRBP,116
procedure_has_completely_excised_anatomy,NCI,115
completely_excised_anatomy_has_procedure,NCI,115
hasneurotransmitterphenotype,NPOSKCAN,115
inverse_hasneurotransmitterphenotype,NPOSKCAN,115
mapped_to,HCPCS,114
mapped_from,HCPCS,114
inverse_has_origin,DOID,113
attached_to,MP,113
inverse_attached_to,MP,113
is_format_of,EDAM,113
inverse_is_format_of,EDAM,113
has_high_plasma_membrane_amount,CL,113
inverse_has_high_plasma_membrane_amount,CL,113
has_origin,DOID,113
has_projection,FMA,112
projects_from,FMA,112
increased_in_magnitude_relative_to,PATO_BASE,112
inverse_increased_in_magnitude_relative_to,PATO_BASE,112
decreased_in_magnitude_relative_to,PATO_BASE,111
inverse_decreased_in_magnitude_relative_to,PATO_BASE,111
has_vitessce_hint,HUBMAP,111
inverse_has_vitessce_hint,HUBMAP,111
has_vitessce_hint,SENNET,111
inverse_has_vitessce_hint,SENNET,111
connected_to,MP,110
inverse_connected_to,MP,110
has_low_plasma_membrane_amount,CL,110
inverse_has_low_plasma_membrane_amount,CL,110
located_in,EFO,109
location_of,EFO,109
developmentally_contributes_to,MP,107
has_developmental_contribution_from,MP,107
isa,GENCODE_VS,107
inverse_isa,GENCODE_VS,107
chromosomal_location_of_allele,NCI,106
allele_in_chromosomal_location,NCI,106
PT_GLYCORDF,,105
special_category_includes_neoplasm,NCI,105
neoplasm_has_special_category,NCI,105
has_indirect_device,SNOMEDCT_US,104
indirect_device_of,SNOMEDCT_US,104
hasexpressionphenotype,NPOSKCAN,104
inverse_hasexpressionphenotype,NPOSKCAN,104
uses_excluded_substance,CPT,103
substance_used_by_excluded,CPT,103
due_to,SNOMEDCT_VET,102
priority_of,MEDCIN,102
cause_of,SNOMEDCT_VET,102
has_priority,MEDCIN,102
not_correlated_in,ERCCRBP,102
inverse_not_correlated_in,ERCCRBP,102
ingredient_of,NDDF,100
has_ingredient,NDDF,100
part_of,OBIB,98
has_part,OBIB,98
role_has_range,NCI,97
kind_is_range_of,NCI,97
role_has_domain,NCI,97
kind_is_domain_of,NCI,97
is_input_of,EFO,97
inverse_is_input_of,EFO,97
procedure_device_of,MEDCIN,96
has_procedure_device,MEDCIN,96
developmentally_contributes_to,UBERON_BASE,96
inverse_vessel_supplies_blood_to,MP,96
vessel_supplies_blood_to,MP,96
has_developmental_contribution_from,UBERON_BASE,96
has_dir_schema,HUBMAP,96
inverse_has_dir_schema,HUBMAP,96
has_dir_schema,SENNET,96
inverse_has_dir_schema,SENNET,96
quality_of,UBERON_BASE,95
derives_from,OBI,95
derives_into,OBI,95
surrounded_by,MP,95
surrounds,MP,95
has_quality,UBERON_BASE,95
isa,GLYCORDF,94
inverse_isa,GLYCORDF,94
class_code_classified_by,HL7V3.0,93
classifies_class_code,HL7V3.0,93
inverse_has_functional_parent,MP,93
has_functional_parent,MP,93
inverse_bspo_0000120,UBERON_BASE,92
bspo_0000120,UBERON_BASE,92
hasmolecularphenotype,NPOSKCAN,91
inverse_hasmolecularphenotype,NPOSKCAN,91
monitors_status_of,BIOMARKER,91
inverse_monitors_status_of,BIOMARKER,91
has_relative_magnitude,PATO_BASE,90
inverse_has_relative_magnitude,PATO_BASE,90
biological_process_results_from_biological_process,NCI,89
biological_process_has_result_biological_process,NCI,89
inverse_luminal_space_of,UBERON_BASE,89
in_lateral_side_of,MP,89
continuous_with,MP,89
inverse_continuous_with,MP,89
inverse_in_lateral_side_of,MP,89
luminal_space_of,UBERON_BASE,89
capable_of_part_of,MP,88
inverse_capable_of_part_of,MP,88
inverse_characteristic_of_part_of,EFO,88
characteristic_of_part_of,EFO,88
is_part_of,NPO,88
inverse_is_part_of,NPO,88
RHT,,87
has_branching_part,UBERON_BASE,87
branching_part_of,UBERON_BASE,87
inverse_bspo_0000121,UBERON_BASE,86
has_skeleton,UBERON_BASE,86
skeleton_of,UBERON_BASE,86
bspo_0000121,UBERON_BASE,86
replaced_by,SNOMEDCT_VET,85
replaces,SNOMEDCT_VET,85
luminal_space_of,MP,84
inverse_luminal_space_of,MP,84
inverse_disease_causes_disruption_of,EFO,84
disease_causes_disruption_of,EFO,84
inverse_transmitted_by,DOID,83
transmitted_by,DOID,83
consider_from,HP,82
consider,HP,82
derives_from,OBIB,82
derives_into,OBIB,82
primary_segmental_supply_of,FMA,81
is_pro_ctcae_parent_of,NCI,81
has_primary_segmental_supply,FMA,81
has_pro_ctcae_parent,NCI,81
has_prefix,UO,81
inverse_has_prefix,UO,81
has_secondary_segmental_supply,FMA,80
secondary_segmental_supply_of,FMA,80
inverse_has_soma_location,MP,80
has_soma_location,MP,80
has_pharmacokinetics,MED-RT,79
pharmacokinetics_of,MED-RT,79
inverse_has_parent,GLYCANS,79
has_parent,GLYCANS,79
QAB,,78
QEV,,78
vessel_drains_blood_from,MP,78
inverse_vessel_drains_blood_from,MP,78
TQ,,76
TG,,76
matures_into,FMA,76
matures_from,FMA,76
has_sab,UBKGSOURCE,76
has_name,UBKGSOURCE,76
has_download_date,UBKGSOURCE,76
inverse_has_sab,UBKGSOURCE,76
inverse_has_name,UBKGSOURCE,76
inverse_has_download_date,UBKGSOURCE,76
has_source_version,UBKGSOURCE,75
has_source_type,UBKGSOURCE,75
inverse_has_source_version,UBKGSOURCE,75
inverse_has_source_type,UBKGSOURCE,75
has_valueset,CEDAR,75
inverse_has_valueset,CEDAR,75
allele_has_activity,NCI,74
activity_of_allele,NCI,74
same_as,SNOMEDCT_VET,74
is_tautomer_of,MP,74
inverse_is_tautomer_of,MP,74
is_part_of,NPOSKCAN,74
inverse_is_part_of,NPOSKCAN,74
procedure_device_of_excluded,CPT,73
has_excluded_procedure_device,CPT,73
is_identifier_of,EDAM,73
inverse_is_identifier_of,EDAM,73
has_gene_product,GENCODE,73
gene_product_of,GENCODE,73
has_citation,UBKGSOURCE,73
inverse_has_citation,UBKGSOURCE,73
XQ,,72
is_enantiomer_of,MP,72
inverse_is_enantiomer_of,MP,72
bounding_layer_of,MP,72
inverse_bounding_layer_of,MP,72
has_home_url,UBKGSOURCE,72
inverse_has_home_url,UBKGSOURCE,72
inverse_results_in_organization_of,MP,71
produces,UBERON_BASE,71
produced_by,UBERON_BASE,71
inverse_immediate_transformation_of,UBERON_BASE,71
results_in_organization_of,MP,71
immediate_transformation_of,UBERON_BASE,71
has_target_start_location,MP,70
inverse_has_target_start_location,MP,70
context_binding_of,HL7V3.0,69
has_state_of_matter,SNOMEDCT_US,69
state_of_matter_of,SNOMEDCT_US,69
has_context_binding,HL7V3.0,69
results_in_maturation_of,MP,69
produced_by,MP,69
produces,MP,69
inverse_results_in_maturation_of,MP,69
MTH_PTGB,,68
homonym_for,FMA,68
homonym_of,FMA,68
inverse_derived_from_ancestral_fusion_of,UBERON_BASE,67
derived_from_ancestral_fusion_of,UBERON_BASE,67
has_patient_type,CPT,66
anatomy_originated_from_biological_process,NCI,66
biological_process_has_result_anatomy,NCI,66
patient_type_of,CPT,66
inverse_results_in_transport_across,MP,66
results_in_transport_across,MP,66
connecting_branch_of,MP,66
has_connecting_branch,MP,66
limited_actionability,CLINGEN,66
inverse_limited_actionability,CLINGEN,66
skeleton_of,MP,65
has_skeleton,MP,65
has_component,EFO,65
inverse_has_component,EFO,65
inverse_increased_in_magnitude_relative_to,MP,64
increased_in_magnitude_relative_to,MP,64
translation_of,SRC,63
has_translation,SRC,63
inverse_decreased_in_magnitude_relative_to,MP,63
decreased_in_magnitude_relative_to,MP,63
recipient_category_of,MEDCIN,62
has_ped_pro_ctcae_parent,NCI,62
has_recipient_category,MEDCIN,62
is_ped_pro_ctcae_parent_of,NCI,62
output_of,MP,62
inverse_has_muscle_insertion,MP,62
has_muscle_insertion,MP,62
has_output,MP,62
RXN_IN,,61
disease_has_basis_in_dysfunction_of,EFO,61
inverse_disease_has_basis_in_dysfunction_of,EFO,61
modifying_germline_mutation_in,ORDO,60
has_muscle_origin,MP,60
inverse_modifying_germline_mutation_in,ORDO,60
inverse_has_muscle_origin,MP,60
component_of,SNOMEDCT_VET,59
has_component,SNOMEDCT_VET,59
inverse_proximally_connected_to,UBERON_BASE,59
proximally_connected_to,UBERON_BASE,59
precondition_of,SNOMEDCT_US,58
has_precondition,SNOMEDCT_US,58
pathology_of_excluded,CPT,58
has_excluded_pathology,CPT,58
inverse_bounding_layer_of,UBERON_BASE,57
inverse_proximally_connected_to,MP,57
proximally_connected_to,MP,57
bounding_layer_of,UBERON_BASE,57
has_description,UBKGSOURCE,57
inverse_has_description,UBKGSOURCE,57
direct_substance_of,SNOMEDCT_VET,55
has_direct_substance,SNOMEDCT_VET,55
has_specimen_source_identity,SNOMEDCT_US,55
specimen_source_identity_of,SNOMEDCT_US,55
inverse_conduit_for,UBERON_BASE,55
conduit_for,UBERON_BASE,55
immediate_transformation_of,MP,54
inverse_immediate_transformation_of,MP,54
has_input,EDAM,54
input_of,EDAM,54
reformulated_to,RXNORM,53
posterolateral_to,FMA,53
anteromedial_to,FMA,53
reformulation_of,RXNORM,53
has_branching_part,MP,53
branching_part_of,MP,53
has_units,SNOMEDCT_US,51
units_of,SNOMEDCT_US,51
POS,,50
transforms_from,FMA,50
is_not_metastatic_anatomic_site_of_disease,NCI,50
disease_excludes_metastatic_anatomic_site,NCI,50
transforms_into,FMA,50
has_specimen_procedure,SNOMEDCT_VET,50
specimen_procedure_of,SNOMEDCT_VET,50
has_etl_command,UBKGSOURCE,50
has_license,UBKGSOURCE,50
inverse_has_etl_command,UBKGSOURCE,50
inverse_has_license,UBKGSOURCE,50
has_quality,OBI,49
quality_of,OBI,49
biomarker_tested_in,ORDO,49
inverse_biomarker_tested_in,ORDO,49
CA3,,48
in_left_side_of,MP,48
inverse_in_left_side_of,MP,48
has_indirect_device,MEDCIN,47
indirect_device_of,MEDCIN,47
inverse_transformation_of,UBERON_BASE,47
inverse_has_muscle_antagonist,UBERON_BASE,47
in_right_side_of,MP,47
inverse_in_right_side_of,MP,47
transformation_of,UBERON_BASE,47
has_muscle_antagonist,UBERON_BASE,47
CA2,,46
associated_procedure_of_excluded,CPT,46
corresponds_to,FMA,46
has_excluded_associated_procedure,CPT,46
in_taxon,EFO,46
inverse_in_taxon,EFO,46
has_possibly_included_associated_procedure,CPT,45
associated_procedure_of_possibly_included,CPT,45
autosomal_dominant_inheritance,CLINGEN,45
inverse_autosomal_dominant_inheritance,CLINGEN,45
DFG,,44
process_has_causal_agent,MP,44
participates_in,MP,44
causal_agent_in_process,MP,44
has_participant,MP,44
has_specified_input,OBIB,44
inverse_has_specified_input,OBIB,44
has_fig2_category,HUBMAP,44
inverse_has_fig2_category,HUBMAP,44
has_fig2_category,SENNET,44
inverse_has_fig2_category,SENNET,44
used_in_entity,CEDAR_ENTITY,44
inverse_used_in_entity,CEDAR_ENTITY,44
has_continuation_branch,FMA,43
continuation_branch_of,FMA,43
site_of_metabolism,MED-RT,43
metabolic_site_of,MED-RT,43
transformation_of,MP,43
inverse_transformation_of,MP,43
inverse_conduit_for,MP,43
conduit_for,MP,43
participates_in,CL,43
has_participant,CL,43
has_license_type,UBKGSOURCE,43
inverse_has_license_type,UBKGSOURCE,43
has_fig2_modality,HUBMAP,43
has_laterality,HUBMAP,43
has_two_character_code,HUBMAP,43
inverse_has_fig2_modality,HUBMAP,43
inverse_has_laterality,HUBMAP,43
inverse_has_two_character_code,HUBMAP,43
has_fig2_modality,SENNET,43
inverse_has_fig2_modality,SENNET,43
PR,,42
MTH_SI,,42
owning_subsection_of,HL7V3.0,42
has_owning_subsection,HL7V3.0,42
tributary_of,MP,42
inverse_tributary_of,MP,42
isa,DCTH,42
inverse_isa,DCTH,42
part_of,VCCF,42
has_part,VCCF,42
anteroinferior_to,FMA,41
disposition_of,SNOMEDCT_VET,41
posterosuperior_to,FMA,41
severity_of,SNOMEDCT_US,41
has_severity,SNOMEDCT_US,41
has_disposition,SNOMEDCT_VET,41
has_assay_target_context,OBI,41
inverse_results_in_movement_of,MP,41
inverse_has_assay_target_context,OBI,41
results_in_movement_of,MP,41
has_characteristic,OBIB,41
characteristic_of,OBIB,41
has_characterizing_marker_set,CL,41
inverse_has_characterizing_marker_set,CL,41
inverse_bspo_0001107,UBERON_BASE,40
bspo_0001107,UBERON_BASE,40
has_source_dictionary_url,UBKGSOURCE,40
inverse_has_source_dictionary_url,UBKGSOURCE,40
clinical_course_of,SNOMEDCT_VET,39
anterolateral_to,FMA,39
biomarker_type_includes_gene,NCI,39
has_clinical_course,SNOMEDCT_VET,39
posteromedial_to,FMA,39
gene_is_biomarker_type,NCI,39
results_in_assembly_of,MP,39
inverse_results_in_assembly_of,MP,39
located_in,DCTH,39
location_of,DCTH,39
contains,SENNET,39
inverse_contains,SENNET,39
MTH_HG,,38
channel_for,MP,38
inverse_channel_for,MP,38
role_of,OBIB,38
has_role,OBIB,38
has_pipeline_shorthand,HUBMAP,38
inverse_has_pipeline_shorthand,HUBMAP,38
has_pipeline_shorthand,SENNET,38
inverse_has_pipeline_shorthand,SENNET,38
approach_of_possibly_included,CPT,37
has_subject,LNC,37
has_possibly_included_approach,CPT,37
has_coating_material,SNOMEDCT_US,37
is_subject_of,LNC,37
coating_material_of,SNOMEDCT_US,37
contains,HUBMAP,37
inverse_contains,HUBMAP,37
inverse_channel_for,UBERON_BASE,36
output_of,CL,36
channel_for,UBERON_BASE,36
has_output,CL,36
used_for_dataset_type,CEDAR,36
inverse_used_for_dataset_type,CEDAR,36
has_indirect_procedure_site,SNOMEDCT_VET,35
posteroinferior_to,FMA,35
indirect_procedure_site_of,SNOMEDCT_VET,35
anterosuperior_to,FMA,35
inverse_distally_connected_to,UBERON_BASE,35
distally_connected_to,UBERON_BASE,35
SB,,34
associated_with,SNOMEDCT_VET,34
inverse_existence_ends_during,UBERON_BASE,34
inverse_regulates_levels_of,MP,34
regulates_levels_of,MP,34
has_modifier,EFO,34
inverse_has_modifier,EFO,34
existence_ends_during,UBERON_BASE,34
has_license_subtype,UBKGSOURCE,34
inverse_has_license_subtype,UBKGSOURCE,34
has_tbl_schema,HUBMAP,34
inverse_has_tbl_schema,HUBMAP,34
has_tbl_schema,SENNET,34
inverse_has_tbl_schema,SENNET,34
UE,,33
mapping_qualifier_of,MEDLINEPLUS,33
has_mapping_qualifier,MEDLINEPLUS,33
CPR,,32
is_marked_by_gene_product,NCI,32
disease_shares_features_of,EFO,32
biological_process_has_result_chemical_or_drug,NCI,32
gene_product_is_biomarker_of,NCI,32
chemical_or_drug_is_product_of_biological_process,NCI,32
inverse_disease_shares_features_of,EFO,32
has_procedure_site,SNOMEDCT_VET,31
procedure_site_of,SNOMEDCT_VET,31
results_in_transport_along,MP,31
inverse_results_in_transport_along,MP,31
definitive_actionability,CLINGEN,31
inverse_definitive_actionability,CLINGEN,31
has_pdr_category,HUBMAP,31
inverse_has_pdr_category,HUBMAP,31
has_pdr_category,SENNET,31
inverse_has_pdr_category,SENNET,31
is_pro_ctcae_attribute_value_of,NCI,30
has_pro_ctcae_attribute_value,NCI,30
distally_connected_to,MP,30
inverse_acts_on_population_of,MP,30
inverse_distally_connected_to,MP,30
acts_on_population_of,MP,30
has_function,OBIB,30
function_of,OBIB,30
PT_EMAPA,,29
inverse_during,MEDCIN,29
during,MEDCIN,29
inverse_immediately_deep_to,MP,29
immediately_deep_to,MP,29
hasprojectionphenotype,NPOSKCAN,29
inverse_hasprojectionphenotype,NPOSKCAN,29
part_of,AZ,29
has_part,AZ,29
has_two_character_code,SENNET,29
inverse_has_two_character_code,SENNET,29
has_excluded_specimen,CPT,28
chemical_or_drug_affects_abnormal_cell,NCI,28
abnormal_cell_affected_by_chemical_or_drug,NCI,28
specimen_of_excluded,CPT,28
gene_product_has_abnormality,NCI,28
is_abnormality_of_gene_product,NCI,28
achieves_planned_objective,OBIB,28
inverse_achieves_planned_objective,OBIB,28
isa,STELLAR,28
inverse_isa,STELLAR,28
has_license_version,UBKGSOURCE,28
inverse_has_license_version,UBKGSOURCE,28
has_laterality,SENNET,28
inverse_has_laterality,SENNET,28
OS,,27
direct_device_of,SNOMEDCT_VET,27
disease_is_marked_by_gene,NCI,27
moved_from,SNOMEDCT_VET,27
moved_to,SNOMEDCT_VET,27
is_related_to_endogenous_product,NCI,27
has_direct_device,SNOMEDCT_VET,27
gene_is_biomarker_of,NCI,27
endogenous_product_related_to,NCI,27
inverse_bspo_0005001,UBERON_BASE,27
has_participant,OBI,27
participates_in,OBI,27
realizes,OBIB,27
realized_in,OBIB,27
bspo_0005001,UBERON_BASE,27
fuses_with,FMA,26
inverse_channels_from,UBERON_BASE,26
existence_ends_during,MP,26
channels_from,MP,26
inverse_channels_from,MP,26
inverse_existence_ends_during,MP,26
channels_from,UBERON_BASE,26
has_ftu,FTU2D,26
inverse_has_ftu,FTU2D,26
route_of_administration_of,MEDCIN,25
has_route_of_administration,MEDCIN,25
finding_informer_of,MEDCIN,25
pathological_process_of,MEDCIN,25
has_pathological_process,MEDCIN,25
has_finding_informer,MEDCIN,25
contains_chromosome,HSCLO,25
inverse_contains_chromosome,HSCLO,25
located_in,STELLAR,25
location_of,STELLAR,25
has_etl_owl,UBKGSOURCE,25
inverse_has_etl_owl,UBKGSOURCE,25
PT_4DN,,24
has_definitional_manifestation,SNOMEDCT_VET,24
has_episodicity,MEDCIN,24
episodicity_of,MEDCIN,24
definitional_manifestation_of,SNOMEDCT_VET,24
occurs_in,UBERON_BASE,24
inverse_is_substituent_group_from,MP,24
is_substituent_group_from,MP,24
input_of,EFO,24
contains_process,UBERON_BASE,24
synapsed_to,CL,24
synapsed_by,CL,24
has_input,EFO,24
has_assay_type,4DN,24
inverse_has_assay_type,4DN,24
SC,,23
has_part,FMA,23
has_dose_form,MEDCIN,23
dose_form_of,MEDCIN,23
part_of,FMA,23
has_grain,OBI,23
results_in_disassembly_of,MP,23
inverse_has_grain,OBI,23
inverse_results_in_disassembly_of,MP,23
produces,CL,23
produced_by,CL,23
has_direct_morphology,SNOMEDCT_VET,22
direct_morphology_of,SNOMEDCT_VET,22
adjacent_to,FMA,22
inverse_anteriorly_connected_to,UBERON_BASE,22
has_parent_hydride,MP,22
inverse_anteriorly_connected_to,MP,22
inverse_has_parent_hydride,MP,22
anteriorly_connected_to,MP,22
has_specified_output,OBIB,22
inverse_has_specified_output,OBIB,22
anteriorly_connected_to,UBERON_BASE,22
lacks_part,CL,22
inverse_lacks_part,CL,22
specimen_source_topography_of,MEDCIN,21
revision_status_of,MEDCIN,21
develops_into,FMA,21
specimen_source_identity_of,SNOMEDCT_VET,21
has_specimen_source_identity,SNOMEDCT_VET,21
has_revision_status,MEDCIN,21
has_process_output,SNOMEDCT_US,21
has_specimen_source_topography,MEDCIN,21
develops_from,FMA,21
process_output_of,SNOMEDCT_US,21
inverse_subdivision_of,MP,21
subdivision_of,MP,21
RSY,,20
may_be_qualified_by,HL7V3.0,20
inferolateral_to,FMA,20
superomedial_to,FMA,20
specimen_of,SNOMEDCT_VET,20
superolateral_to,FMA,20
has_specimen,SNOMEDCT_VET,20
may_qualify,HL7V3.0,20
inferomedial_to,FMA,20
has_output,UBERON_BASE,20
inverse_has_low_plasma_membrane_amount,MP,20
has_low_plasma_membrane_amount,MP,20
output_of,UBERON_BASE,20
has_quality,CL,20
inverse_disease_has_primary_infectious_agent,EFO,20
quality_of,CL,20
disease_has_primary_infectious_agent,EFO,20
hasdriverexpressioninducedphenotype,NPOSKCAN,20
inverse_hasdriverexpressioninducedphenotype,NPOSKCAN,20
PT_GLYCOCOO,,19
target_population_of,SNOMEDCT_US,19
uses_device,SNOMEDCT_VET,19
associated_finding_of_possibly_included,CPT,19
has_target_population,SNOMEDCT_US,19
has_possibly_included_associated_finding,CPT,19
device_used_by,SNOMEDCT_VET,19
inverse_subdivision_of,UBERON_BASE,19
developmentally_induces,UBERON_BASE,19
member_of,UBERON_BASE,19
results_in_growth_of,MP,19
results_in_fusion_of,MP,19
has_high_plasma_membrane_amount,MP,19
inverse_has_high_plasma_membrane_amount,MP,19
inverse_results_in_fusion_of,MP,19
inverse_results_in_growth_of,MP,19
participates_in,OBIB,19
has_participant,OBIB,19
developmentally_induced_by,UBERON_BASE,19
subdivision_of,UBERON_BASE,19
has_member,UBERON_BASE,19
isa,PGO,19
inverse_isa,PGO,19
autosomal_recessive_inheritance,CLINGEN,19
inverse_autosomal_recessive_inheritance,CLINGEN,19
hasdirection,NPOSKCAN,19
inverse_hasdirection,NPOSKCAN,19
biological_process_involves_chemical_or_drug,NCI,18
chemical_or_drug_plays_role_in_biological_process,NCI,18
precedes,UBERON_BASE,18
inverse_channels_into,UBERON_BASE,18
developmentally_induced_by,MP,18
derived_from_ancestral_fusion_of,MP,18
preceded_by,UBERON_BASE,18
inverse_derived_from_ancestral_fusion_of,MP,18
developmentally_induces,MP,18
channels_into,UBERON_BASE,18
located_in,CL,18
location_of,CL,18
isa,GLYCOCOO,18
inverse_isa,GLYCOCOO,18
hasoppositedirection,NPOSKCAN,18
inverse_hasoppositedirection,NPOSKCAN,18
isa,RIBCA,18
inverse_isa,RIBCA,18
has_finding_method,SNOMEDCT_VET,17
has_component,HL7V3.0,17
component_of,HL7V3.0,17
inverse_happens_during,GO,17
happens_during,GO,17
finding_method_of,SNOMEDCT_VET,17
has_disposition_to_bind,OBI,17
inverse_has_disposition_to_bind,OBI,17
channels_into,MP,17
inverse_channels_into,MP,17
MTH_SYGB,,16
measurement_method_of,SNOMEDCT_US,16
has_possibly_included_component,CPT,16
has_measurement_method,SNOMEDCT_US,16
inverse_bspo_0000122,UBERON_BASE,16
component_of_possibly_included,CPT,16
inverse_has_muscle_antagonist,MP,16
has_muscle_antagonist,MP,16
has_not_completed,CL,16
bspo_0000122,UBERON_BASE,16
inverse_has_not_completed,CL,16
PT_KF,,15
PT_CEDAR,,15
forms,FMA,15
has_ped_pro_ctcae_attribute_value,NCI,15
is_ped_pro_ctcae_attribute_value_of,NCI,15
related_developmental_entity_of,FMA,15
formed_by,FMA,15
has_related_developmental_entity,FMA,15
inverse_bspo_0000123,UBERON_BASE,15
is_allergic_trigger_for,DOID,15
has_start_location,MP,15
inverse_has_start_location,MP,15
bspo_0000123,UBERON_BASE,15
has_allergic_trigger,DOID,15
located_in,RIBCA,15
location_of,RIBCA,15
has_possibly_included_patient_type,CPT,14
patient_type_of_possibly_included,CPT,14
excised_anatomy_may_have_procedure,NCI,14
procedure_may_have_excised_anatomy,NCI,14
inverse_bspo_0000108,UBERON_BASE,14
